what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.cdt.core,5.2.1.201102110609,"org.eclipse.cdt.core",1320336603390
started,bundle,org.eclipse.cdt.make.core,7.0.1.201102110609,"org.eclipse.cdt.make.core",1320336603390
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui",1320336603390
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.2.201102110609,"org.eclipse.cdt.managedbuilder.core",1320336603391
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.gnu.ui",1320336603392
started,bundle,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui",1320336603392
os,sysinfo,,,"win32",1320336603394
arch,sysinfo,,,"x86",1320336603394
ws,sysinfo,,,"win32",1320336603394
locale,sysinfo,,,"pt_BR",1320336603394
processors,sysinfo,,,"2",1320336603394
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1320336603394
java.runtime.version,sysinfo,,,"1.7.0-b147",1320336603394
java.specification.name,sysinfo,,,"Java Platform API Specification",1320336603394
java.specification.vendor,sysinfo,,,"Oracle Corporation",1320336603394
java.specification.version,sysinfo,,,"1.7",1320336603394
java.vendor,sysinfo,,,"Oracle Corporation",1320336603394
java.version,sysinfo,,,"1.7.0",1320336603394
java.vm.info,sysinfo,,,"mixed mode, sharing",1320336603394
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1320336603394
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1320336603394
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1320336603394
java.vm.specification.version,sysinfo,,,"1.7",1320336603394
java.vm.vendor,sysinfo,,,"Oracle Corporation",1320336603394
java.vm.version,sysinfo,,,"21.0-b17",1320336603394
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1320336607909
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1320336609808
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320336613098
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320336616751
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1320336616823
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1320336616867
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320336619522
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320336645132
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1320336647770
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320336647856
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320336655586
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320336671923
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1320336673193
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1320336673339
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.format",1320336675645
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320336676475
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320336677169
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320336681834
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1320336683709
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.format",1320336685091
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320336685601
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320336686770
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320336692291
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1320336692807
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1320336702090
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320336707487
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320336714992
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1320336719953
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320336721442
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320336774699
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1320336774714
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1320336779329
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1320336780089
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320336784739
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1320336793185
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.format",1320336797086
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320336813227
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320336814546
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320336816033
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320336862093
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1320336874617
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1320336889777
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320336892985
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1320336893588
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320336897545
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320336899329
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1320336903425
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320336909121
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1320336911144
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320336914750
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1320336918275
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1320336918464
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1320336918512
started,bundle,org.eclipse.cdt.launch,6.1.0.201102110609,"org.eclipse.cdt.launch",1320336918575
started,bundle,org.eclipse.cdt.dsf,2.1.1.201102110609,"org.eclipse.cdt.dsf",1320336918609
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201102110609,"org.eclipse.cdt.dsf.gdb",1320336918612
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320336920314
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320336924905
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201102110609,"org.eclipse.cdt.dsf.gdb.ui",1320336924976
started,bundle,org.eclipse.cdt.dsf.ui,2.1.2.201102110609,"org.eclipse.cdt.dsf.ui",1320336925054
